Entry	Entry name	Protein names	Gene names
Q92993	KAT5_HUMAN	Histone acetyltransferase KAT5 (EC 2.3.1.48) (60 kDa Tat-interactive protein) (Tip60) (Histone acetyltransferase HTATIP) (HIV-1 Tat interactive protein) (Lysine acetyltransferase 5) (cPLA(2)-interacting protein)	KAT5 HTATIP TIP60
Q5U5R9	HECD2_HUMAN	Probable E3 ubiquitin-protein ligase HECTD2 (EC 2.3.2.26) (HECT domain-containing protein 2) (HECT-type E3 ubiquitin transferase HECTD2)	HECTD2
P0DMV9	HS71B_HUMAN	Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 2) (HSP70-2) (HSP70.2)	HSPA1B HSP72
P24394	IL4RA_HUMAN	Interleukin-4 receptor subunit alpha (IL-4 receptor subunit alpha) (IL-4R subunit alpha) (IL-4R-alpha) (IL-4RA) (CD antigen CD124) [Cleaved into: Soluble interleukin-4 receptor subunit alpha (Soluble IL-4 receptor subunit alpha) (Soluble IL-4R-alpha) (sIL4Ralpha/prot) (IL-4-binding protein) (IL4-BP)]	IL4R IL4RA 582J2.1
Q96M94	KLH15_HUMAN	Kelch-like protein 15	KLHL15 KIAA1677
Q9NXV2	KCTD5_HUMAN	BTB/POZ domain-containing protein KCTD5	KCTD5
Q53GT1	KLH22_HUMAN	Kelch-like protein 22	KLHL22
P42684	ABL2_HUMAN	Tyrosine-protein kinase ABL2 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 2) (Abelson tyrosine-protein kinase 2) (Abelson-related gene protein) (Tyrosine-protein kinase ARG)	ABL2 ABLL ARG
Q9UJX6	ANC2_HUMAN	Anaphase-promoting complex subunit 2 (APC2) (Cyclosome subunit 2)	ANAPC2 APC2 KIAA1406
Q6ZVZ8	ASB18_HUMAN	Ankyrin repeat and SOCS box protein 18 (ASB-18)	ASB18
Q9ULV8	CBLC_HUMAN	E3 ubiquitin-protein ligase CBL-C (EC 2.3.2.27) (RING finger protein 57) (RING-type E3 ubiquitin transferase CBL-C) (SH3-binding protein CBL-3) (SH3-binding protein CBL-C) (Signal transduction protein CBL-C)	CBLC CBL3 RNF57
Q9H467	CUED2_HUMAN	CUE domain-containing protein 2	CUEDC2 C10orf66 HOYS6
Q15054	DPOD3_HUMAN	DNA polymerase delta subunit 3 (DNA polymerase delta subunit C) (DNA polymerase delta subunit p66) (DNA polymerase delta subunit p68)	POLD3 KIAA0039
Q15370	ELOB_HUMAN	Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2)	ELOB TCEB2
Q969P5	FBX32_HUMAN	F-box only protein 32 (Atrogin-1) (Muscle atrophy F-box protein) (MAFbx)	FBXO32
Q8NCQ5	FBX15_HUMAN	F-box only protein 15	FBXO15 FBX15
Q9UK97	FBX9_HUMAN	F-box only protein 9 (Cross-immune reaction antigen 1) (Renal carcinoma antigen NY-REN-57)	FBXO9 FBX9 VCIA1
Q9BS18	APC13_HUMAN	Anaphase-promoting complex subunit 13 (APC13) (Cyclosome subunit 13)	ANAPC13
Q6X9E4	FBW12_HUMAN	F-box/WD repeat-containing protein 12 (F-box and WD-40 domain-containing protein 12) (F-box only protein 35)	FBXW12 FBW12 FBXO12 FBXO35
Q9H4M3	FBX44_HUMAN	F-box only protein 44 (F-box protein FBX30) (F-box/G-domain protein 3)	FBXO44 FBG3 FBX30 FBX44 FBX6A FBXO6A
Q969U6	FBXW5_HUMAN	F-box/WD repeat-containing protein 5 (F-box and WD-40 domain-containing protein 5)	FBXW5 FBW5 PP3971
Q8N1E6	FXL14_HUMAN	F-box/LRR-repeat protein 14 (F-box and leucine-rich repeat protein 14)	FBXL14 FBL14
Q6PCT2	FXL19_HUMAN	F-box/LRR-repeat protein 19 (F-box and leucine-rich repeat protein 19)	FBXL19 FBL19
Q16186	ADRM1_HUMAN	Proteasomal ubiquitin receptor ADRM1 (110 kDa cell membrane glycoprotein) (Gp110) (Adhesion-regulating molecule 1) (ARM-1) (Proteasome regulatory particle non-ATPase 13) (hRpn13) (Rpn13 homolog)	ADRM1 GP110
Q8WXI3	ASB10_HUMAN	Ankyrin repeat and SOCS box protein 10 (ASB-10)	ASB10
Q9NR28	DBLOH_HUMAN	Diablo homolog, mitochondrial (Direct IAP-binding protein with low pI) (Second mitochondria-derived activator of caspase) (Smac)	DIABLO SMAC
Q8IWQ3	BRSK2_HUMAN	Serine/threonine-protein kinase BRSK2 (EC 2.7.11.1) (Brain-selective kinase 2) (EC 2.7.11.26) (Brain-specific serine/threonine-protein kinase 2) (BR serine/threonine-protein kinase 2) (Serine/threonine-protein kinase 29) (Serine/threonine-protein kinase SAD-A)	BRSK2 C11orf7 PEN11B SADA STK29 HUSSY-12
Q8WZ19	BACD1_HUMAN	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1 (hBACURD1) (BTB/POZ domain-containing protein KCTD13) (Polymerase delta-interacting protein 1) (TNFAIP1-like protein)	KCTD13 BACURD1 PDIP1 POLDIP1 FKSG86 PP6832
P20248	CCNA2_HUMAN	Cyclin-A2 (Cyclin-A) (Cyclin A)	CCNA2 CCN1 CCNA
Q13616	CUL1_HUMAN	Cullin-1 (CUL-1)	CUL1
Q14203	DCTN1_HUMAN	Dynactin subunit 1 (150 kDa dynein-associated polypeptide) (DAP-150) (DP-150) (p135) (p150-glued)	DCTN1
Q8TD26	CHD6_HUMAN	Chromodomain-helicase-DNA-binding protein 6 (CHD-6) (EC 3.6.4.12) (ATP-dependent helicase CHD6) (Radiation-induced gene B protein)	CHD6 CHD5 KIAA1335 RIGB
Q13620	CUL4B_HUMAN	Cullin-4B (CUL-4B)	CUL4B KIAA0695
Q9BUN8	DERL1_HUMAN	Derlin-1 (Degradation in endoplasmic reticulum protein 1) (DERtrin-1) (Der1-like protein 1)	DERL1 DER1 UNQ243/PRO276
Q86XK2	FBX11_HUMAN	F-box only protein 11 (Protein arginine N-methyltransferase 9) (Vitiligo-associated protein 1) (VIT-1)	FBXO11 FBX11 PRMT9 VIT1 UG063H01
O95376	ARI2_HUMAN	E3 ubiquitin-protein ligase ARIH2 (ARI-2) (Protein ariadne-2 homolog) (EC 2.3.2.31) (RING-type E3 ubiquitin transferase ARIH2) (Triad1 protein)	ARIH2 ARI2 TRIAD1 HT005
Q9HBH7	BEX1_HUMAN	Protein BEX1 (Brain-expressed X-linked protein 1)	BEX1
Q13490	BIRC2_HUMAN	Baculoviral IAP repeat-containing protein 2 (EC 2.3.2.27) (Cellular inhibitor of apoptosis 1) (C-IAP1) (IAP homolog B) (Inhibitor of apoptosis protein 2) (hIAP-2) (hIAP2) (RING finger protein 48) (RING-type E3 ubiquitin transferase BIRC2) (TNFR2-TRAF-signaling complex protein 2)	BIRC2 API1 MIHB RNF48
Q8IUR6	CRERF_HUMAN	CREB3 regulatory factor (Luman recruitment factor) (LRF)	CREBRF C5orf41
Q96Q80	DERL3_HUMAN	Derlin-3 (Degradation in endoplasmic reticulum protein 3) (DERtrin-3) (Der1-like protein 3)	DERL3 C22orf14 DER3 LLN2
Q9UBU6	FA8A1_HUMAN	Protein FAM8A1 (Autosomal highly conserved protein)	FAM8A1 AHCP
Q13155	AIMP2_HUMAN	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1)	AIMP2 JTV1 PRO0992
Q9UJX4	APC5_HUMAN	Anaphase-promoting complex subunit 5 (APC5) (Cyclosome subunit 5)	ANAPC5 APC5
Q9UJX5	APC4_HUMAN	Anaphase-promoting complex subunit 4 (APC4) (Cyclosome subunit 4)	ANAPC4 APC4
Q8WXH4	ASB11_HUMAN	Ankyrin repeat and SOCS box protein 11 (ASB-11)	ASB11
O14965	AURKA_HUMAN	Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (hARK1) (Breast tumor-amplified kinase) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase aurora-A)	AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6
O60566	BUB1B_HUMAN	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta (EC 2.7.11.1) (MAD3/BUB1-related protein kinase) (hBUBR1) (Mitotic checkpoint kinase MAD3L) (Protein SSK1)	BUB1B BUBR1 MAD3L SSK1
Q9H0C5	BTBD1_HUMAN	BTB/POZ domain-containing protein 1 (Hepatitis C virus NS5A-transactivated protein 8) (HCV NS5A-transactivated protein 8)	BTBD1 C15orf1 NS5ATP8
Q9NWV8	BABA1_HUMAN	BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex)	BABAM1 C19orf62 MERIT40 NBA1 HSPC142
Q6NTF7	ABC3H_HUMAN	DNA dC->dU-editing enzyme APOBEC-3H (EC 3.5.4.38) (APOBEC-related protein 10) (ARP-10) (Apolipoprotein B mRNA-editing enzyme catalytic polypeptide-like 3H) (A3H)	APOBEC3H
O94989	ARHGF_HUMAN	Rho guanine nucleotide exchange factor 15 (Ephexin-5) (E5) (Vsm-RhoGEF)	ARHGEF15 KIAA0915
Q12834	CDC20_HUMAN	Cell division cycle protein 20 homolog (p55CDC)	CDC20
Q99627	CSN8_HUMAN	COP9 signalosome complex subunit 8 (SGN8) (Signalosome subunit 8) (COP9 homolog) (hCOP9) (JAB1-containing signalosome subunit 8)	COPS8 CSN8
P35222	CTNB1_HUMAN	Catenin beta-1 (Beta-catenin)	CTNNB1 CTNNB OK/SW-cl.35 PRO2286
Q13618	CUL3_HUMAN	Cullin-3 (CUL-3)	CUL3 KIAA0617
P26358	DNMT1_HUMAN	DNA (cytosine-5)-methyltransferase 1 (Dnmt1) (EC 2.1.1.37) (CXXC-type zinc finger protein 9) (DNA methyltransferase HsaI) (DNA MTase HsaI) (M.HsaI) (MCMT)	DNMT1 AIM CXXC9 DNMT
Q8IUR7	ARMC8_HUMAN	Armadillo repeat-containing protein 8	ARMC8 S863-2
P16671	CD36_HUMAN	Platelet glycoprotein 4 (Fatty acid translocase) (FAT) (Glycoprotein IIIb) (GPIIIB) (Leukocyte differentiation antigen CD36) (PAS IV) (PAS-4) (Platelet collagen receptor) (Platelet glycoprotein IV) (GPIV) (Thrombospondin receptor) (CD antigen CD36)	CD36 GP3B GP4
P38936	CDN1A_HUMAN	Cyclin-dependent kinase inhibitor 1 (CDK-interacting protein 1) (Melanoma differentiation-associated protein 6) (MDA-6) (p21)	CDKN1A CAP20 CDKN1 CIP1 MDA6 PIC1 SDI1 WAF1
P78396	CCNA1_HUMAN	Cyclin-A1	CCNA1
Q9BWK5	CYREN_HUMAN	Cell cycle regulator of non-homologous end joining (Cell cycle regulator of NHEJ) (Modulator of retrovirus infection homolog)	CYREN C7orf49 MRI
Q15398	DLGP5_HUMAN	Disks large-associated protein 5 (DAP-5) (Discs large homolog 7) (Disks large-associated protein DLG7) (Hepatoma up-regulated protein) (HURP)	DLGAP5 DLG7 KIAA0008
Q19T08	ECSCR_HUMAN	Endothelial cell-specific chemotaxis regulator (Apoptosis regulator through modulating IAP expression) (ARIA) (Endothelial cell-specific molecule 2)	ECSCR ECSM2
P03372	ESR1_HUMAN	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	ESR1 ESR NR3A1
O00213	APBB1_HUMAN	Amyloid-beta A4 precursor protein-binding family B member 1 (Protein Fe65)	APBB1 FE65 RIR
Q9H8Y5	ANKZ1_HUMAN	Ankyrin repeat and zinc finger domain-containing protein 1 (Zinc finger protein 744)	ANKZF1 ZNF744
Q9Y295	DRG1_HUMAN	Developmentally-regulated GTP-binding protein 1 (DRG-1) (Neural precursor cell expressed developmentally down-regulated protein 3) (NEDD-3) (Translation factor GTPase DRG1) (TRAFAC GTPase DRG1) (EC 3.6.5.-)	DRG1 NEDD3
Q86Y13	DZIP3_HUMAN	E3 ubiquitin-protein ligase DZIP3 (EC 2.3.2.27) (DAZ-interacting protein 3) (RING-type E3 ubiquitin transferase DZIP3) (RNA-binding ubiquitin ligase of 138 kDa) (hRUL138)	DZIP3 KIAA0675
O43781	DYRK3_HUMAN	Dual specificity tyrosine-phosphorylation-regulated kinase 3 (EC 2.7.12.1) (Regulatory erythroid kinase) (REDK)	DYRK3
Q8NEE6	DRC6_HUMAN	Dynein regulatory complex subunit 6 (F-box and leucine-rich repeat protein 13) (F-box/LRR-repeat protein 13)	FBXL13 DRC6 FBL13
Q9GZP9	DERL2_HUMAN	Derlin-2 (Degradation in endoplasmic reticulum protein 2) (DERtrin-2) (Der1-like protein 2) (F-LAN-1) (F-LANa)	DERL2 DER2 FLANA CGI-101 SBBI53
O60238	BNI3L_HUMAN	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like (Adenovirus E1B19K-binding protein B5) (BCL2/adenovirus E1B 19 kDa protein-interacting protein 3A) (NIP3-like protein X) (NIP3L)	BNIP3L BNIP3A BNIP3H NIX
P25686	DNJB2_HUMAN	DnaJ homolog subfamily B member 2 (Heat shock 40 kDa protein 3) (Heat shock protein J1) (HSJ-1)	DNAJB2 HSJ1 HSPF3
Q13362	2A5G_HUMAN	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform (PP2A B subunit isoform B'-gamma) (PP2A B subunit isoform B56-gamma) (PP2A B subunit isoform PR61-gamma) (PP2A B subunit isoform R5-gamma) (Renal carcinoma antigen NY-REN-29)	PPP2R5C KIAA0044
P54253	ATX1_HUMAN	Ataxin-1 (Spinocerebellar ataxia type 1 protein)	ATXN1 ATX1 SCA1
Q96KE9	BTBD6_HUMAN	BTB/POZ domain-containing protein 6 (Lens BTB domain protein)	BTBD6 BDPL
Q9HAW4	CLSPN_HUMAN	Claspin (hClaspin)	CLSPN
Q9NYG5	APC11_HUMAN	Anaphase-promoting complex subunit 11 (APC11) (Cyclosome subunit 11) (Hepatocellular carcinoma-associated RING finger protein)	ANAPC11 HSPC214
Q8N726	ARF_HUMAN	Tumor suppressor ARF (Alternative reading frame) (ARF) (Cyclin-dependent kinase inhibitor 2A) (p14ARF)	CDKN2A CDKN2 MLM
P17302	CXA1_HUMAN	Gap junction alpha-1 protein (Connexin-43) (Cx43) (Gap junction 43 kDa heart protein)	GJA1 GJAL
Q8WXK4	ASB12_HUMAN	Ankyrin repeat and SOCS box protein 12 (ASB-12)	ASB12
Q13617	CUL2_HUMAN	Cullin-2 (CUL-2)	CUL2
O15265	ATX7_HUMAN	Ataxin-7 (Spinocerebellar ataxia type 7 protein)	ATXN7 SCA7
Q9NWD9	BEX4_HUMAN	Protein BEX4 (BEX1-like protein 1) (Brain-expressed X-linked protein 4) (Nerve growth factor receptor-associated protein 3)	BEX4 BEXL1 NADE3
P24864	CCNE1_HUMAN	G1/S-specific cyclin-E1	CCNE1 CCNE
Q8TEB1	DCA11_HUMAN	DDB1- and CUL4-associated factor 11 (WD repeat-containing protein 23)	DCAF11 WDR23 GL014 PRO2389
Q96Q27	ASB2_HUMAN	Ankyrin repeat and SOCS box protein 2 (ASB-2)	ASB2
Q96DX5	ASB9_HUMAN	Ankyrin repeat and SOCS box protein 9 (ASB-9)	ASB9
Q8NHZ8	CDC26_HUMAN	Anaphase-promoting complex subunit CDC26 (Anaphase-promoting complex subunit 12) (APC12) (Cell division cycle protein 26 homolog)	CDC26 ANAPC12 C9orf17
P13569	CFTR_HUMAN	Cystic fibrosis transmembrane conductance regulator (CFTR) (ATP-binding cassette sub-family C member 7) (Channel conductance-controlling ATPase) (EC 5.6.1.6) (cAMP-dependent chloride channel)	CFTR ABCC7
Q00535	CDK5_HUMAN	Cyclin-dependent-like kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Serine/threonine-protein kinase PSSALRE) (Tau protein kinase II catalytic subunit) (TPKII catalytic subunit)	CDK5 CDKN5
Q7L5Y6	DET1_HUMAN	DET1 homolog (De-etiolated-1 homolog)	DET1
Q9UM13	APC10_HUMAN	Anaphase-promoting complex subunit 10 (APC10) (Cyclosome subunit 10)	ANAPC10 APC10
Q96NS5	ASB16_HUMAN	Ankyrin repeat and SOCS box protein 16 (ASB-16)	ASB16
Q93034	CUL5_HUMAN	Cullin-5 (CUL-5) (Vasopressin-activated calcium-mobilizing receptor 1) (VACM-1)	CUL5 VACM1
Q5TDH0	DDI2_HUMAN	Protein DDI1 homolog 2 (EC 3.4.23.-)	DDI2
P11142	HSP7C_HUMAN	Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8) (Lipopolysaccharide-associated protein 1) (LAP-1) (LPS-associated protein 1)	HSPA8 HSC70 HSP73 HSPA10
Q9ULG1	INO80_HUMAN	Chromatin-remodeling ATPase INO80 (hINO80) (EC 3.6.4.-) (DNA helicase-related INO80 complex homolog 1) (DNA helicase-related protein INO80) (INO80 complex subunit A)	INO80 INO80A INOC1 KIAA1259
Q9Y243	AKT3_HUMAN	RAC-gamma serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-3) (Protein kinase B gamma) (PKB gamma) (RAC-PK-gamma) (STK-2)	AKT3 PKBG
P78352	DLG4_HUMAN	Disks large homolog 4 (Postsynaptic density protein 95) (PSD-95) (Synapse-associated protein 90) (SAP-90) (SAP90)	DLG4 PSD95
Q9ULC4	MCTS1_HUMAN	Malignant T-cell-amplified sequence 1 (MCT-1) (Multiple copies T-cell malignancies)	MCTS1 MCT1
Q8N3Y1	FBXW8_HUMAN	F-box/WD repeat-containing protein 8 (F-box and WD-40 domain-containing protein 8) (F-box only protein 29)	FBXW8 FBW6 FBW8 FBX29 FBXO29 FBXW6
Q96ME1	FXL18_HUMAN	F-box/LRR-repeat protein 18 (F-box and leucine-rich repeat protein 18)	FBXL18 FBL18
P61073	CXCR4_HUMAN	C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (FB22) (Fusin) (HM89) (LCR1) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Lipopolysaccharide-associated protein 3) (LAP-3) (LPS-associated protein 3) (NPYRL) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184)	CXCR4
Q76N89	HECW1_HUMAN	E3 ubiquitin-protein ligase HECW1 (EC 2.3.2.26) (HECT, C2 and WW domain-containing protein 1) (HECT-type E3 ubiquitin transferase HECW1) (NEDD4-like E3 ubiquitin-protein ligase 1) (hNEDL1)	HECW1 KIAA0322 NEDL1
Q9ULT8	HECD1_HUMAN	E3 ubiquitin-protein ligase HECTD1 (EC 2.3.2.26) (E3 ligase for inhibin receptor) (EULIR) (HECT domain-containing protein 1) (HECT-type E3 ubiquitin transferase HECTD1)	HECTD1 KIAA1131
Q96L50	LLR1_HUMAN	Leucine-rich repeat protein 1 (4-1BB-mediated-signaling molecule) (4-1BBlrr) (LRR-repeat protein 1) (LRR-1) (Peptidylprolyl isomerase-like 5)	LRR1 PPIL5
O43679	LDB2_HUMAN	LIM domain-binding protein 2 (LDB-2) (Carboxyl-terminal LIM domain-binding protein 1) (CLIM-1) (LIM domain-binding factor CLIM1)	LDB2 CLIM1
Q8NBZ0	IN80E_HUMAN	INO80 complex subunit E (Coiled-coil domain-containing protein 95)	INO80E CCDC95
Q99558	M3K14_HUMAN	Mitogen-activated protein kinase kinase kinase 14 (EC 2.7.11.25) (NF-kappa-beta-inducing kinase) (HsNIK) (Serine/threonine-protein kinase NIK)	MAP3K14 NIK
P10071	GLI3_HUMAN	Transcriptional activator GLI3 (GLI3 form of 190 kDa) (GLI3-190) (GLI3 full-length protein) (GLI3FL) [Cleaved into: Transcriptional repressor GLI3R (GLI3 C-terminally truncated form) (GLI3 form of 83 kDa) (GLI3-83)]	GLI3
Q16665	HIF1A_HUMAN	Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha) (ARNT-interacting protein) (Basic-helix-loop-helix-PAS protein MOP1) (Class E basic helix-loop-helix protein 78) (bHLHe78) (Member of PAS protein 1) (PAS domain-containing protein 8)	HIF1A BHLHE78 MOP1 PASD8
Q9NVR0	KLH11_HUMAN	Kelch-like protein 11	KLHL11
C9JR72	KBTBD_HUMAN	Kelch repeat and BTB domain-containing protein 13	KBTBD13
Q16659	MK06_HUMAN	Mitogen-activated protein kinase 6 (MAP kinase 6) (MAPK 6) (EC 2.7.11.24) (Extracellular signal-regulated kinase 3) (ERK-3) (MAP kinase isoform p97) (p97-MAPK)	MAPK6 ERK3 PRKM6
P04150	GCR_HUMAN	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	NR3C1 GRL
Q16666	IF16_HUMAN	Gamma-interferon-inducible protein 16 (Ifi-16) (Interferon-inducible myeloid differentiation transcriptional activator)	IFI16 IFNGIP1
Q7Z4T8	GLTL5_HUMAN	Inactive polypeptide N-acetylgalactosaminyltransferase-like protein 5 (Polypeptide GalNAc transferase 15) (GalNAc-T15) (pp-GaNTase 15) (Protein-UDP acetylgalactosaminyltransferase 15) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 15)	GALNTL5 GALNT15
O00221	IKBE_HUMAN	NF-kappa-B inhibitor epsilon (NF-kappa-BIE) (I-kappa-B-epsilon) (IkB-E) (IkB-epsilon) (IkappaBepsilon)	NFKBIE IKBE
Q8WVZ9	KBTB7_HUMAN	Kelch repeat and BTB domain-containing protein 7	KBTBD7
P23610	HAP40_HUMAN	40-kDa huntingtin-associated protein (HAP40) (CpG island protein) (Factor VIII intron 22 protein)	F8A1; F8A2; F8A3
P0C2W1	FBSP1_HUMAN	F-box/SPRY domain-containing protein 1 (F-box only protein 45) (hFbxo45)	FBXO45 FBX45
P21333	FLNA_HUMAN	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)	FLNA FLN FLN1
Q9UKT8	FBXW2_HUMAN	F-box/WD repeat-containing protein 2 (F-box and WD-40 domain-containing protein 2) (Protein MD6)	FBXW2 FBW2 FWD2
Q92918	M4K1_HUMAN	Mitogen-activated protein kinase kinase kinase kinase 1 (EC 2.7.11.1) (Hematopoietic progenitor kinase) (MAPK/ERK kinase kinase kinase 1) (MEK kinase kinase 1) (MEKKK 1)	MAP4K1 HPK1
Q5TCQ9	MAGI3_HUMAN	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3 (Membrane-associated guanylate kinase inverted 3) (MAGI-3)	MAGI3 KIAA1634
Q15369	ELOC_HUMAN	Elongin-C (EloC) (Elongin 15 kDa subunit) (RNA polymerase II transcription factor SIII subunit C) (SIII p15) (Transcription elongation factor B polypeptide 1)	ELOC TCEB1
P98172	EFNB1_HUMAN	Ephrin-B1 (EFL-3) (ELK ligand) (ELK-L) (EPH-related receptor tyrosine kinase ligand 2) (LERK-2) [Cleaved into: Ephrin-B1 C-terminal fragment (Ephrin-B1 CTF); Ephrin-B1 intracellular domain (Ephrin-B1 ICD)]	EFNB1 EFL3 EPLG2 LERK2
Q03468	ERCC6_HUMAN	DNA excision repair protein ERCC-6 (EC 3.6.4.-) (ATP-dependent helicase ERCC6) (Cockayne syndrome protein CSB)	ERCC6 CSB
Q9UNN5	FAF1_HUMAN	FAS-associated factor 1 (hFAF1) (UBX domain-containing protein 12) (UBX domain-containing protein 3A)	FAF1 UBXD12 UBXN3A CGI-03
Q8NI29	FBX27_HUMAN	F-box only protein 27 (F-box/G-domain protein 5)	FBXO27 FBG5 FBX27
Q9UK99	FBX3_HUMAN	F-box only protein 3	FBXO3 FBX3
Q8IVU3	HERC6_HUMAN	Probable E3 ubiquitin-protein ligase HERC6 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 6) (HECT-type E3 ubiquitin transferase HERC6)	HERC6
Q10571	MN1_HUMAN	Transcriptional activator MN1 (Probable tumor suppressor protein MN1)	MN1
Q13002	GRIK2_HUMAN	Glutamate receptor ionotropic, kainate 2 (GluK2) (Excitatory amino acid receptor 4) (EAA4) (Glutamate receptor 6) (GluR-6) (GluR6)	GRIK2 GLUR6
P10321	HLAC_HUMAN	HLA class I histocompatibility antigen, C alpha chain (HLA-C) (HLA-Cw) (Human leukocyte antigen C)	HLA-C HLAC
Q9UK96	FBX10_HUMAN	F-box only protein 10	FBXO10 FBX10 PRMT11
P21802	FGFR2_HUMAN	Fibroblast growth factor receptor 2 (FGFR-2) (EC 2.7.10.1) (K-sam) (KGFR) (Keratinocyte growth factor receptor) (CD antigen CD332)	FGFR2 BEK KGFR KSAM
Q12778	FOXO1_HUMAN	Forkhead box protein O1 (Forkhead box protein O1A) (Forkhead in rhabdomyosarcoma)	FOXO1 FKHR FOXO1A
P14735	IDE_HUMAN	Insulin-degrading enzyme (EC 3.4.24.56) (Abeta-degrading protease) (Insulin protease) (Insulinase) (Insulysin)	IDE
Q5T447	HECD3_HUMAN	E3 ubiquitin-protein ligase HECTD3 (EC 2.3.2.26) (HECT domain-containing protein 3) (HECT-type E3 ubiquitin transferase HECTD3)	HECTD3
Q15303	ERBB4_HUMAN	Receptor tyrosine-protein kinase erbB-4 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-4) (Tyrosine kinase-type cell surface receptor HER4) (p180erbB4) [Cleaved into: ERBB4 intracellular domain (4ICD) (E4ICD) (s80HER4)]	ERBB4 HER4
Q5XX13	FBW10_HUMAN	F-box/WD repeat-containing protein 10 (F-box and WD-40 domain-containing protein 10) (Ubiquitin ligase-specificity factor)	FBXW10
Q9H2X6	HIPK2_HUMAN	Homeodomain-interacting protein kinase 2 (hHIPk2) (EC 2.7.11.1)	HIPK2
Q9UII4	HERC5_HUMAN	E3 ISG15--protein ligase HERC5 (EC 2.3.2.-) (Cyclin-E-binding protein 1) (HECT domain and RCC1-like domain-containing protein 5)	HERC5 CEB1 CEBP1
Q9UQF2	JIP1_HUMAN	C-Jun-amino-terminal kinase-interacting protein 1 (JIP-1) (JNK-interacting protein 1) (Islet-brain 1) (IB-1) (JNK MAP kinase scaffold protein 1) (Mitogen-activated protein kinase 8-interacting protein 1)	MAPK8IP1 IB1 JIP1 PRKM8IP
P08183	MDR1_HUMAN	ATP-dependent translocase ABCB1 (ATP-binding cassette sub-family B member 1) (Multidrug resistance protein 1) (EC 7.6.2.2) (P-glycoprotein 1) (Phospholipid transporter ABCB1) (EC 7.6.2.1) (CD antigen CD243)	ABCB1 MDR1 PGY1
O60353	FZD6_HUMAN	Frizzled-6 (Fz-6) (hFz6)	FZD6
Q9H1B7	I2BPL_HUMAN	Probable E3 ubiquitin-protein ligase IRF2BPL (EC 2.3.2.27) (Enhanced at puberty protein 1) (Interferon regulatory factor 2-binding protein-like)	IRF2BPL C14orf4 EAP1 KIAA1865 My039
Q15058	KIF14_HUMAN	Kinesin-like protein KIF14	KIF14 KIAA0042
O95278	EPM2A_HUMAN	Laforin (EC 3.1.3.-) (EC 3.1.3.16) (EC 3.1.3.48) (Glucan phosphatase) (Glycogen phosphatase) (Lafora PTPase) (LAFPTPase)	EPM2A
Q9UF56	FXL17_HUMAN	F-box/LRR-repeat protein 17 (F-box and leucine-rich repeat protein 17) (F-box only protein 13)	FBXL17 FBL17 FBX13 FBXO13
Q8IVV7	GID4_HUMAN	Glucose-induced degradation protein 4 homolog (Vacuolar import and degradation protein 24 homolog)	GID4 C17orf39 VID24
P08151	GLI1_HUMAN	Zinc finger protein GLI1 (Glioma-associated oncogene) (Oncogene GLI)	GLI1 GLI
Q15751	HERC1_HUMAN	Probable E3 ubiquitin-protein ligase HERC1 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 1) (HECT-type E3 ubiquitin transferase HERC1) (p532) (p619)	HERC1
